,AACS,ACSL6,ACSS1,ALAS1,AMDHD2,ARHGEF2,BATF,BCL11A,betaglobin,BPI,CD151,CD44,CREG1,CRIP2,CTCF,CTSA,CYP51A1,DCP1A,DCTD,DHCR24,DHCR7,DPP7,EGFR,EMB,FAM208B,FHL3,FNIP1.F1.R1,GLRX5,GPT2,GSN,HMGCS1,HRAS1,HSD17B7,HSP90AA1,HYAL1,LCP1,LDHA,MAPK12,MFSD2B,MID2,MKNK2,MTFR1,MVD,MYO1G,NCOA4,NSDHL,PDLIM7,PIK3CG,PLAG1,PLS1,PLS3,PPP1R15B,PTPRC,RBM38,REXO2,RFFL,RPL22L1,RSFR,RUNX2,sca2,SCD,SERPINI1,SLC25A37,SLC6A9,SLC9A3R2,SMPD1,SNX22,SNX27,SQLE,SQSTM1,STARD4,STX12,SULF2,SULT1E1,TADA2L,TBC1D7,TNFRSF21,TPP1,TTYH2,UCK1,VDAC3,WDR91,XPNPEP1
REV1.0H.1,-0.3023915663165355,-0.9378339163938435,-0.5058759853660991,1.6560414608713838,-0.7683511691813911,-0.31450397359799753,-0.10121008158199096,-0.10801413502671053,-0.5026227411390263,0.5041227168282056,0.08052041767366713,3.506325600462474,-2.639925092901621,0.6955933062402355,-0.40666836200917045,-0.7327367518501848,0.544522009629681,-2.154914534039742,-1.633217647355688,0.5828605014659445,0.715286172771914,-0.1906992767789797,1.1732305012455981,0.1757933056812626,0.4037923138137458,-0.07963555072112172,-1.234306476065946,-0.7116962608583652,1.650824459228792,1.1919533886964144,1.5264569702743445,-2.930701047992115,2.6882795368797145,-1.484142146742423,-1.6028767042527525,1.306516847834449,-0.03898358276125702,-2.253769026539376,-0.7371895452990337,1.3108021458979073,-1.1042892188513682,-0.06684009464758489,0.9354375679517442,1.8725173797804762,-0.7798199721881591,1.2158463822349561,-1.2359009165087467,-0.885530327108231,0.6705633551488099,-0.8591341256422087,-0.34267171243374905,-0.9333849279978765,-1.0131201376301733,-2.89930709747291,-0.10567729614553834,-0.5299517901350352,-1.6468015596715047,0.512335109291522,0.9735912968360925,0.5567184483807415,1.180340719713484,-0.10846397286595026,-3.588590412389067,-0.9701117321497983,0.02792648983809043,-0.5294834455654116,-2.2245186782377617,-0.4877155285897583,0.2933214824651702,-3.682730058202906,-0.2555231660605819,-1.0804503239699508,0.8517228025958063,0.16919280620690147,-0.4271983453552384,-2.4150424662086376,-0.13332046824847446,0.2738971284105709,-1.9426282277996823,-1.4438974699036677,-0.22825375049987473,-0.36952085223170883,-2.0073242291013194
REV1.0H.2,1.3688699158335766,0.44257184129473637,-0.5058759853660991,1.3073654944961302,0.2965040572935411,1.219304499602761,1.118635992064691,-0.23557076076568872,-0.369713984891729,1.7765717500462308,0.4014778175528786,4.252998794685278,-0.6080744996294802,2.650103018017067,-0.6766038034036659,-1.0106705828639666,0.16254727982043948,-1.0830394393468437,-1.5273456722865857,1.1871289870066235,0.3552764414024048,-0.09189993361572446,0.8457703121445386,-2.8582065886411856,0.7460533011735899,0.43410694490506874,-0.05488507589308522,-0.43867041357058323,0.05335316922415734,1.364047923978024,-1.1231697027447,-2.930701047992115,1.4576049178842647,-0.846910002463237,1.4116676366035883,1.6156217092723857,1.097112006377177,0.03554457885358797,-0.7371895452990337,1.5069731301762723,0.02141637958337128,0.10874915407563357,0.6839856541438167,1.7267887119212548,-0.5127038610596042,-2.752178200417903,0.13726556846739246,-0.12165682236440611,-3.277876524679251,-0.31545224456896737,-1.560785414546599,0.1764572704220697,2.9533836092536125,-2.89930709747291,0.6701935272935451,0.5702522155615535,0.17947348301128496,0.386457841722772,2.046121936886953,0.7619453886737233,1.0681273102370157,-0.10846397286595026,-3.588590412389067,0.4866769829653821,-0.692648345833057,-0.5156520283473653,-0.08351087008155167,-0.9262529515949769,1.437939178585407,-0.2548603725223697,0.26676728623472723,-0.10060177798450454,-0.1297676540380115,-0.05649603841200479,-0.28208590503944464,-1.9503157143260248,0.5429429920659998,-0.9923146278911856,-1.9426282277996823,-1.0243090497055758,-1.1474761168029413,-0.621224005357139,-1.9718511898613245
REV1.0H.3,1.9556503976821715,-0.9109175918022479,2.6999295658077878,-0.6048587661251741,1.104630875894745,1.549227271713761,1.3826037407514944,0.5230170640324072,-2.2181035092220425,0.8712371360157756,0.9872642076792184,1.2873075288873597,0.2055517234994939,-1.2328400790484615,0.6675320180178854,0.6701427705599223,2.3263833527242,-0.2297922957969707,1.274750891119703,2.592199402412718,1.2149252028881556,0.7107642681893966,-0.6669254697368139,0.3665059507196533,0.8550330550092169,0.45269925603465655,1.3443398042376518,-0.1988636847950196,1.8715001510276252,1.1579616892433258,2.0812030205811065,1.3823592320581595,2.759889738168188,0.47442995999036963,-0.5659851846260968,2.159306166212148,0.16365030376651823,-2.253769026539376,2.2534312118176225,1.3329682923435908,-0.062339037235955796,-0.049537363416936486,0.6656265464140403,1.8520499471613894,-0.1723422830499688,3.510461877295375,0.3608825480027589,-0.8588216762357038,1.0515709629118946,-0.25056750248610227,-0.0526069720343485,0.3663571483187811,1.5828927668465775,1.4370565781250164,0.3218354491708606,0.044446807084837836,0.18153537442975853,1.9398768200031216,0.6510050015212725,0.6609640145484628,1.8888077094794764,1.1865781505059592,-0.47774262770986287,-2.0048722211198586,-0.9605804799924242,0.9393893156850575,-0.0022354673447364526,0.7643287430774577,1.6972386431861484,-0.9829126647613342,0.4981653987605217,0.358385808651712,2.2620511776938335,0.7737807350458801,0.9340301945511884,1.0462608798364519,0.5745679842396408,1.2166861003585936,-1.9426282277996823,-0.384175270966844,-0.27336547742755624,0.3039357637501414,-0.037386403422578596
REV1.0H.4,2.949268457954537,1.3033692338010068,-0.5058759853660991,0.9520303790390763,0.8377504454060385,1.7169815837306972,1.4496698714753165,1.58983243436961,-2.8312946425241723,0.9104530742890067,0.42445331104091366,-1.1276032828198785,0.7147685186049877,0.594721603088423,0.7578970056324676,0.09267102781937675,2.2921466800602897,0.15282388868337282,0.9402660781016556,2.4329047623971833,2.216270770990962,0.6894047073532783,-0.23392983673158785,0.29852249382866214,-0.19107252422753662,1.211779956482805,1.2733884676156761,-0.2559264086128219,-0.6207931089212391,1.1424416386838683,2.0506896392424045,1.1015805520341013,2.3899274342989045,0.30651254607899325,-1.6028767042527525,1.384155651277494,1.221937405613538,-2.253769026539376,-0.7371895452990337,1.5149786964000538,-0.2848516098123084,0.3421349888541396,2.4027483337945923,3.325923924647969,0.17448513503855967,3.6387386729528424,1.2662839783415238,0.03229528713288632,-0.9185981439825368,-0.3832463435714808,0.59559590121291,0.14859355094628768,2.0549259217890583,1.5615735383933078,0.04466491050271415,-1.6614884763042732,-0.38380543765557373,1.7784856482534785,1.7752653341139197,0.7223623192343434,1.754496007837345,-0.10846397286595026,-0.1869309045225629,-1.1307471697942346,0.6325504597180558,0.7017014494402738,-1.0627664729226212,0.6578903030206988,2.360691896894033,0.42163405643565177,2.54290818482258,-0.922278632350988,0.6438063962581317,-0.7774265138366507,-1.3483662045404028,-0.17635264674439366,0.2516987037985515,-0.1523807680154432,2.385048078553055,0.4188865176446068,0.21102248673943258,0.3657257601472912,1.084584321358589
REV1.0H.5,-3.0148785001329217,-1.45849859536588,-0.5058759853660991,0.40185520454646184,-2.2627698328709576,0.590161855741921,-2.147357408797039,-1.476446989942278,-6.747548876281048,1.6912271905342113,-1.004774490852192,1.0848243352983775,-1.023967532689249,2.3580119751369986,-0.32958150618900595,-0.04540329639785767,0.46266940214449126,-0.5591762328220495,0.3058491989636929,0.7757358093466697,0.3311061076142767,-2.2917790879787017,-0.22906065526375397,-0.42601034212649136,-0.8282855814594168,0.8013890103730406,0.45700943239039926,-0.6755191814183744,-0.4948320390818193,1.3149493797259755,0.9685547481814161,0.5133982581176162,1.812262945100264,-0.7544434021294366,-1.6028767042527525,1.5548095168792937,0.24932321840695515,1.736236236486996,-0.7371895452990337,1.750384479442451,-0.6814828116863749,-2.1224623723565768,-3.4873286984632483,2.0636360097826945,-4.840379998122614,2.1246526872603915,0.2553049705636896,-0.885530327108231,-2.698235865339072,-1.0309701038677945,-0.8080025881815289,-1.3266644863988701,-1.0736187579020346,1.0041817037539196,-0.7767482881415031,-1.6776519189999233,-1.8919069201817793,3.086169916957034,0.8862105325723313,1.659891941970801,0.34125678445403684,-0.10846397286595026,-1.2102283607664965,-4.279363582133189,-3.9259483607981425,-0.7125151371960923,-2.2245186782377617,-1.4884876206195092,0.33241268024501647,0.03577078916115095,-0.8701422344510057,-1.1298056386661908,2.057940927605946,-0.799352511802311,0.7584145607171449,-1.044149124632189,0.0426990454859921,0.17930595155930984,-1.9426282277996823,-4.000323081054932,-0.4483378280658754,-0.05811140442331997,-1.085880174517833
REV1.0H.6,-0.15773403749178083,-1.5575065180767595,-0.5058759853660991,-0.5838648623907181,0.23843698546653647,-0.09327055845562926,-2.147357408797039,0.28431019138997193,-4.486520832968493,0.763155898280045,0.8120670572617126,1.2331229098515857,0.5002568201079898,0.5085309041860513,-1.2260217354445975,-1.0473318589816771,-1.6568182788413888,-1.0825545000395058,-1.6176040417778548,-2.7039688289857846,-0.20014361946486714,-0.0914424647204104,-0.575899920975143,-1.3993630246599567,-2.0986310149600245,0.7799080072139217,-2.1671959068112145,-0.647774311926886,-0.47054055670072525,1.2101967551907507,-1.4086062883115802,-2.930701047992115,-1.6437804528192423,-1.2574396370510685,-1.5437425160261384,0.4903434394476127,0.03507373264078417,-1.496329321798821,-0.7371895452990337,1.1106437126425601,-0.18668898724362792,-1.3465517279782078,-1.23490714203838,-0.24909502233822556,0.4457455466981841,-2.752178200417903,0.4938708740981044,-0.30718337164708553,0.34889768579877467,-0.3113652096423496,-1.3908314192458278,-1.4488739662094798,2.504729421264183,-2.89930709747291,-1.1374596118134646,-0.5881383435856113,-0.09289019605520377,1.0984284943497362,0.776782011448681,0.8780709000010765,0.6546644006311806,-0.10846397286595026,-3.588590412389067,0.22438638208175288,-1.0565527414062656,0.702522964564229,-2.2245186782377617,-0.5390809650041724,-1.1757875533826687,-0.37314438067249833,-1.2546218492554293,-0.3923228470411173,0.37760033152972206,-1.10919538628757,-0.21917485207301723,-0.3788324865156145,-0.0645248665849329,-1.3652211038313316,-1.9426282277996823,-0.4138848429451696,-0.4528919743007904,0.2534150941001174,-0.6378011882230452
REV1.0H.7,1.41073973008988,-0.3803008067463647,-0.5058759853660991,-1.0732521307621106,-0.7721243881904736,0.7873024525362622,0.2561779879871726,0.3210554487702657,-1.740134126740946,1.0396720814845815,-0.6791706104357056,0.8127755187612884,0.33743843720844957,1.8722412214311688,-0.2640592870822118,-0.12647461474685828,-0.1235860947519627,-0.499129591082379,-1.4565397920608332,-1.1709617241539374,-0.8356954353835886,0.30943428982903765,-0.9915525568137422,1.544114597527746,0.7227911182254445,1.0160268348882653,0.12601705535602203,-0.39146375613744494,0.4094530221570407,0.3817617786478573,-0.7706430444652526,-2.930701047992115,0.989196228611849,-0.28001989520696213,1.1541604834278278,1.850907226278486,0.16562987067542956,-2.253769026539376,-0.7371895452990337,0.16783976133311418,0.5980147301987402,-0.4465566024996588,-0.4855456806933609,-1.4002665222178527,0.11865168292428407,-2.752178200417903,0.5081958199848451,-0.885530327108231,0.8432236544306169,-0.08133952661471477,0.022722810185157094,-0.37298999839950575,2.1640594367609776,-2.89930709747291,-0.13578080839414497,-0.3480913173738722,0.04920564444521336,0.41396465997659715,1.5707533169241312,-0.1654414057964244,2.3433441788008094,-0.10846397286595026,-0.426237545660614,-0.19528290385852376,-0.6920608379532855,1.3248804797562448,-0.5048263480047772,-0.3754563361334333,0.36616031482048017,0.30942435439454474,-0.0934009323036542,-2.630863220776396,2.2557311511891713,0.4625284708782691,0.590530393558482,-0.639898384718542,-0.13332046824847446,0.599540971601539,-1.9426282277996823,-0.36150155354628444,-0.21393558590408457,0.32544519267936955,-1.1293282273211047
REV1.0H.8,2.368558455254217,-1.5575065180767595,-0.5058759853660991,1.6168346009614574,0.42037750964958764,-0.3669255196550232,1.584847014300768,-1.422351260571944,-2.9426040006432634,0.5236625336532341,0.7431681596559834,-1.1276032828198785,-1.8910273353576814,0.07300178947034963,-1.1473005362396247,-1.481496010673595,1.4771807764369436,0.39919138678237953,0.9737262977054706,1.866779111165358,0.564190477747236,0.43604337980556096,1.0728426492396288,0.7783597084007776,-2.937678743413756,0.7806310568259054,0.32224417803186656,-0.5504951300096494,-0.35050613236740924,1.1284716210651187,0.5702990604602847,1.0814319621584447,2.975794579382363,0.43558488495689396,-1.6028767042527525,1.8244281418903343,1.220198254143856,0.20833219867862018,-0.7371895452990337,0.723803478439998,0.3536979442113699,0.5623197865334371,-0.18524423808271706,1.8789956510379522,0.041526978992860286,3.01800461064138,0.20957086710961725,1.0171132893263901,1.0952798469422835,-1.421925395446018,-0.3481917091750413,0.43834557505832983,-3.1033092189492644,-2.686327727007363,0.14833278176819054,-0.08691195046065214,-0.4800513854600039,-1.1062947678613206,0.5661479836694845,0.8005881874581657,1.2568299997330716,-0.10846397286595026,0.7800237198311963,-0.7066285737828744,0.7448727085404379,-0.30313082941436,-2.2245186782377617,-0.33199162013374783,0.88374274227749,0.5969707624003657,1.2162869734665058,-0.2845554529196299,-0.39352569006905647,0.5156883316687493,-0.4733170368899704,-0.788490811382665,-0.13332046824847446,-0.39909503377554145,2.188154573613902,-0.7013830656083115,-0.8204154869560689,-1.4412512594303153,0.32801890981145476
REV1.0H.9,0.425209632174508,-1.5575065180767595,-0.5058759853660991,0.41917400501145785,-2.2627698328709576,0.5791817053626485,-0.2604231994350015,-1.2802216663025048,-0.5578694770836563,1.4836981505144726,-0.4030288173705361,4.54330389361782,-0.4234874004796998,3.0132506065352147,-1.101266422399489,-1.0185089194251038,1.1682153192184146,-0.6747055784633607,-0.9950033171121433,1.0964918707633462,1.0482560587947551,0.520279249314763,1.4041441484623416,2.3789224596822223,0.6135766646059997,0.9081553576228449,0.9903483133913027,0.04380661392151586,-0.7239191563436829,0.917149045074372,0.2611075806170713,0.3203691831374891,1.7438471990476543,0.17620102042919328,-1.6028767042527525,1.7003721473278341,0.9759527644174586,-2.253769026539376,-0.7371895452990337,1.3293831197787411,0.5029475437915041,-0.988577388428721,0.6766334414905653,1.3858056541536703,-1.0703374962919439,1.3564700672675616,0.5555343358595195,-0.7726474856183769,-3.4525786630082167,-0.7501931617418773,-0.34170538014160146,-0.521880540437583,2.3154333059845715,-2.802942956097778,-0.3952578999190566,-2.975858599632159,0.03940053237539143,0.7875867901970259,1.417691191671783,0.2503193863052937,1.09860801637045,-0.10846397286595026,-1.3367978420780195,-0.49828784934116577,0.10372763908599936,1.234908152696487,-2.158900509085373,-0.31505935419752173,1.1279592535113503,-1.8461622063485246,0.392509344816113,-0.7293338429712506,-0.5682600948087395,0.590822907847413,0.3958219146176516,-2.224010376271795,0.7364272205283777,-0.05311434782880475,-1.9426282277996823,-1.4186705330493625,-1.3094623815671338,-0.9627239044046001,-2.487301393966812
REV1.0H.10,-3.0148785001329217,-1.5575065180767595,-0.5058759853660991,-1.873128925286697,-1.0361291306949516,-3.428937369512069,-2.147357408797039,-3.7775725898273205,-0.9970791828161607,-1.9414498547660346,-4.333056427360285,-1.1276032828198785,-0.015747808499291693,-1.8518357138650057,-0.9508655694034833,-0.10847151385112186,-0.8492145934204887,-0.14882293335998753,-3.510130761239424,-1.282025949643756,-1.899718116605145,-0.13419516677382193,-0.6813140059209095,-2.8582065886411856,-0.7829898941093858,-0.09012915017418521,0.8508239668963253,0.04271447230511893,1.62229947499035,-0.43638693906780546,1.6465060344275488,-0.3979459641543439,-1.6437804528192423,-3.6753875116710404,1.0224077823458473,-4.7059697174753445,-2.0165941723131153,0.7838411077956136,0.18805295382708154,-2.990086039322827,1.2436257882389263,0.03817930875375719,-1.5374099226876063,-1.4002665222178527,0.9800102774913597,-2.752178200417903,0.040645858071782115,0.054405789858742004,1.0727931244531432,0.11012651610395707,0.351609618359074,-0.38134005142442184,-0.052440269756595104,-2.89930709747291,-0.18076367791215286,1.119049112438943,-0.10081720848643716,-1.1062947678613206,0.8014666229120699,-2.3777762541784897,-1.255272511434812,-0.10846397286595026,1.2851100448684045,0.7719931612462076,0.9664683865251371,0.8191905763201088,2.6153620160760918,-0.7934185721892222,-3.2931488790681485,0.23714099759454,-0.9250381795243139,0.7520669486410725,-1.4930235284806228,-0.8046545492356967,-4.140644697899001,0.38680665412880266,-0.13332046824847446,0.2799447714091219,0.8609344287902987,-0.08919979047343762,-0.9610676682737904,0.5069520254308868,-4.537931630293214
